"_Elapsed_time_","_HR_","_NBP_Sys_","_NBP_Dias_","_NBP_Mean_","_RESP_","_PVC_Rate_per_Minute_","_Rhythm_Status_","_Ectopic_Status_","_Ectopic_Count_"
"308.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"309.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"310.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"311.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"312.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"313.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"314.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"315.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"316.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"317.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"318.000","113.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"319.000","112.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"320.000","112.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"321.000","112.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"322.000","112.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"323.000","112.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"324.000","112.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"325.000","112.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"326.000","112.000","101.000","57.000","67.000","15.000","0.000","63015.000","63062.000",NA
"327.000","112.000","101.000","57.000","67.000","16.000","0.000","63015.000","63062.000",NA
