"_Elapsed_time_","_HR_","_PULSE_","_ABP_","_ABP_Sys_","_ABP_Dias_","_ABP_Mean_","_NBP_","_NBP_Sys_","_NBP_Dias_","_NBP_Mean_","_RESP_","_ST_I_","_ST_II_","_ST_III_","_ST_AVR_","_ST_AVL_","_ST_AVF_","_ST_V_","_ST_MCL_","_SpO2_","_PVC_Rate_per_Minute_","_Rhythm_Status_","_Ectopic_Status_","_Ectopic_Count_"
"13.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"14.000",NA,"82.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"15.000",NA,"82.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"16.000",NA,"83.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"17.000",NA,"83.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"18.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"19.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"20.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"21.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"22.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"23.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"24.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"25.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"26.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"27.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"28.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"29.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"30.000",NA,"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"31.000",NA,"86.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"32.000",NA,"88.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"33.000",NA,"88.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"34.000",NA,"85.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"35.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"36.000",NA,"84.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"37.000",NA,"83.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"38.000",NA,"81.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"39.000",NA,"78.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"40.000",NA,"76.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"41.000",NA,"72.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.000",NA,NA,NA,NA
"42.000",NA,"69.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.000",NA,NA,NA,NA
"43.000",NA,"66.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.000",NA,NA,NA,NA
"44.000",NA,"64.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.000",NA,NA,NA,NA
"45.000",NA,"66.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.000",NA,NA,NA,NA
"46.000",NA,"69.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"47.000",NA,"71.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.000",NA,NA,NA,NA
"48.000",NA,"73.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"49.000",NA,"75.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"50.000",NA,"77.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"51.000",NA,"78.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"52.000",NA,"78.000","339.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"53.000",NA,"78.000",NA,"150.000","55.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"54.000",NA,"78.000",NA,"139.000","58.000","88.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"55.000",NA,"78.000",NA,"140.000","58.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"56.000",NA,"78.000",NA,"139.000","59.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"57.000",NA,"78.000",NA,"139.000","59.000","88.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"58.000",NA,"79.000",NA,"140.000","59.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"59.000",NA,"80.000",NA,"140.000","60.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"60.000",NA,"80.000",NA,"140.000","61.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"61.000",NA,"79.000",NA,"142.000","62.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"62.000",NA,"80.000",NA,"142.000","63.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"63.000",NA,"81.000",NA,"144.000","64.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"64.000",NA,"82.000",NA,"146.000","64.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"65.000",NA,"82.000",NA,"145.000","64.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"66.000",NA,"81.000",NA,"144.000","62.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"67.000",NA,"82.000",NA,"143.000","62.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"68.000",NA,"84.000",NA,"141.000","61.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"69.000",NA,"84.000",NA,"140.000","61.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"70.000",NA,"84.000",NA,"138.000","63.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.000",NA,NA,NA,NA
"71.000",NA,"84.000",NA,"138.000","63.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"72.000",NA,"86.000",NA,"140.000","63.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"73.000",NA,"87.000",NA,"141.000","64.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"74.000",NA,"89.000",NA,"140.000","65.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"75.000",NA,"89.000",NA,"140.000","65.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"76.000",NA,"90.000",NA,"142.000","65.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"77.000",NA,"93.000",NA,"143.000","66.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"78.000",NA,"93.000",NA,"141.000","66.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"79.000",NA,"93.000",NA,"141.000","66.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"80.000",NA,"93.000",NA,"140.000","65.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"81.000",NA,"92.000",NA,"141.000","65.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"82.000",NA,"91.000",NA,"141.000","66.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"83.000",NA,"90.000",NA,"144.000","64.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"84.000",NA,"89.000",NA,"142.000","64.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.000",NA,NA,NA,NA
"85.000",NA,"87.000",NA,"142.000","62.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"86.000",NA,"87.000",NA,"140.000","63.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"87.000",NA,"86.000",NA,"138.000","63.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"88.000",NA,"86.000",NA,"139.000","64.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"89.000",NA,"85.000",NA,"139.000","63.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"90.000",NA,"85.000",NA,"141.000","63.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"91.000",NA,"83.000",NA,"140.000","63.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"92.000",NA,"81.000",NA,"141.000","63.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"93.000",NA,"81.000",NA,"141.000","64.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"94.000",NA,"81.000",NA,"142.000","64.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"95.000",NA,"79.000",NA,"143.000","62.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"96.000",NA,"77.000",NA,"141.000","63.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"97.000",NA,"77.000",NA,"143.000","61.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"98.000",NA,"77.000",NA,"140.000","61.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"99.000",NA,"77.000",NA,"139.000","60.000","89.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.000",NA,NA,NA,NA
"100.000",NA,"78.000",NA,"140.000","60.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"101.000",NA,"79.000",NA,"139.000","61.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"102.000",NA,"80.000",NA,"139.000","62.000","90.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"103.000",NA,"80.000",NA,"140.000","62.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"104.000",NA,"80.000",NA,"139.000","62.000","91.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"105.000",NA,"81.000",NA,"140.000","63.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"106.000",NA,"80.000",NA,"141.000","63.000","92.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,NA,NA,NA
"107.000",NA,"79.000",NA,"145.000","59.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"108.000",NA,"78.000",NA,"146.000","59.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"109.000",NA,"79.000",NA,"143.000","61.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"110.000",NA,"79.000",NA,"144.000","61.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"111.000",NA,"79.000",NA,"143.000","62.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"112.000",NA,"80.000",NA,"143.000","62.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"113.000",NA,"80.000",NA,"144.000","61.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"114.000","82.000","81.000",NA,"141.000","63.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"115.000","83.000","82.000",NA,"140.000","63.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"116.000","85.000","83.000",NA,"141.000","64.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"117.000","86.000","83.000",NA,"141.000","65.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"118.000","86.000","83.000",NA,"141.000","65.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"119.000","85.000","84.000",NA,"144.000","64.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"120.000","83.000","85.000",NA,"143.000","65.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000",NA,"63005.000",NA,NA
"121.000","84.000","86.000",NA,"152.000","61.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"122.000","84.000","86.000",NA,"152.000","61.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"123.000","87.000","87.000",NA,"153.000","55.000","93.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"124.000","85.000","87.000",NA,"152.000","56.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"125.000","83.000","88.000",NA,"150.000","59.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"126.000","83.000","88.000",NA,"150.000","59.000","94.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"127.000","83.000","87.000",NA,"148.000","61.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"128.000","84.000","86.000",NA,"148.000","62.000","96.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"129.000","85.000","85.000",NA,"146.000","63.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"130.000","85.000","84.000",NA,"148.000","62.000","95.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"131.000","86.000","83.000",NA,"147.000","62.000","95.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63004.000",NA,NA
"132.000","81.000","82.000",NA,"146.000","63.000","94.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","0.000","63017.000","63062.000",NA
"133.000","82.000","82.000",NA,"145.000","63.000","94.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","0.000","63017.000","63062.000",NA
"134.000","81.000","82.000",NA,"144.000","63.000","93.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","0.000","63017.000","63062.000",NA
"135.000","82.000","82.000",NA,"142.000","64.000","93.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","0.000","63017.000","63062.000",NA
"136.000","80.000","82.000",NA,"144.000","63.000","94.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","0.000","63017.000","63062.000",NA
"137.000","80.000","82.000",NA,"142.000","64.000","93.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","1.000","63017.000","63062.000",NA
"138.000","80.000","82.000",NA,"143.000","64.000","95.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","1.000","63017.000","63062.000",NA
"139.000","78.000","82.000",NA,"140.000","65.000","94.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","1.000","63017.000","63062.000",NA
"140.000","82.000","82.000",NA,"142.000","65.000","95.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"141.000","83.000","82.000",NA,"141.000","66.000","94.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"142.000","85.000","82.000",NA,"143.000","65.000","95.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"143.000","84.000","81.000",NA,"142.000","65.000","93.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"144.000","83.000","82.000",NA,"144.000","64.000","93.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"145.000","85.000","82.000",NA,"142.000","64.000","92.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"146.000","81.000","82.000",NA,"141.000","63.000","92.000",NA,NA,NA,NA,"5.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"147.000","79.000","82.000",NA,"142.000","63.000","92.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"148.000","79.000","83.000",NA,"142.000","64.000","93.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"149.000","79.000","83.000",NA,"143.000","63.000","93.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"150.000","80.000","83.000",NA,"142.000","63.000","92.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"151.000","76.000","82.000",NA,"142.000","64.000","93.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"98.000","1.000","63017.000","63062.000",NA
"152.000","75.000","82.000",NA,"140.000","64.000","93.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","1.000","63017.000","63062.000",NA
"153.000","77.000","81.000",NA,"142.000","65.000","94.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","1.000","63017.000","63062.000",NA
"154.000","77.000","81.000",NA,"143.000","65.000","95.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","1.000","63017.000","63062.000",NA
"155.000","77.000","80.000",NA,"143.000","65.000","94.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","1.000","63017.000","63062.000",NA
"156.000","80.000","80.000",NA,"145.000","65.000","94.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","1.000","63017.000","63062.000",NA
"157.000","81.000","80.000",NA,"145.000","64.000","94.000",NA,NA,NA,NA,"4.000",NA,NA,NA,NA,NA,NA,NA,NA,"99.000","1.000","63017.000","63062.000",NA
